age,reels_watch_time_hours,daily_screen_time_hours,scrolling_sessions_day,notifications_per_day,sleep_hours,physical_activity_hours_week,attention_span_score,focus_level,task_completion_rate,screen_time_severity,wellness_score,productivity_index,high_screen_time_flag,poor_sleep_flag,reels_to_screen_ratio,stress_level_encoded,gender_Female,gender_Male,gender_Non-Binary,gender_Other,location_Rural,location_Suburban,location_Urban,platform_Instagram Reels,platform_TikTok,platform_YouTube Shorts,age_norm,reels_watch_time_hours_norm,daily_screen_time_hours_norm,scrolling_sessions_day_norm,notifications_per_day_norm,sleep_hours_norm,physical_activity_hours_week_norm,attention_span_score_norm,focus_level_norm,task_completion_rate_norm
25,5.09,9.2,13,51,5.09,3.8,7.3,4.56,37.1,0.6413,0.4476,0.5669,1,1,0.5533,3,0,1,0,0,0,1,0,1,0,0,0.3448,0.6905,0.5143,0.6316,0.6071,0.1063,0.4205,0.5341,0.3859,0.4094
31,2.44,8.02,7,13,6.97,3.9,8.64,6.25,46.0,0.4054,0.6539,0.7102,1,0,0.3042,3,0,0,1,0,0,0,1,0,0,1,0.5517,0.3085,0.43,0.3158,0.1548,0.4571,0.4318,0.7653,0.5897,0.5438
21,4.28,12.62,6,14,5.76,2.2,8.49,4.93,31.8,0.612,0.5406,0.6011,1,1,0.3391,3,1,0,0,0,0,0,1,0,0,1,0.2069,0.5737,0.7586,0.2632,0.1667,0.2313,0.2386,0.7394,0.4305,0.3293
30,2.25,7.7,1,0,7.56,6.7,8.01,5.76,35.6,0.3269,0.8313,0.6294,0,0,0.2922,2,0,1,0,0,0,1,0,0,1,0,0.5172,0.2811,0.4071,0.0,0.0,0.5672,0.75,0.6566,0.5306,0.3867
21,4.47,10.87,12,61,7.21,3.9,6.12,4.51,36.3,0.6388,0.4909,0.5207,1,0,0.4112,3,0,1,0,0,0,1,0,1,0,0,0.2069,0.6011,0.6336,0.5789,0.7262,0.5019,0.4318,0.3305,0.3798,0.3973
28,3.19,7.58,8,34,7.38,4.7,10.0,7.7,53.8,0.4458,0.6248,0.841,0,0,0.4208,2,0,1,0,0,0,1,0,0,0,1,0.4483,0.4166,0.3986,0.3684,0.4048,0.5336,0.5227,1.0,0.7646,0.6616
42,1.71,4.02,6,25,8.03,4.5,9.14,6.5,53.3,0.255,0.6721,0.7655,0,0,0.4254,1,1,0,0,0,1,0,0,0,0,1,0.931,0.2032,0.1443,0.2632,0.2976,0.6549,0.5,0.8516,0.6199,0.6541
36,2.17,5.63,3,2,8.21,4.0,8.64,7.3,50.0,0.2907,0.741,0.764,0,0,0.3854,1,1,0,0,0,0,0,1,1,0,0,0.7241,0.2695,0.2593,0.1053,0.0238,0.6884,0.4432,0.7653,0.7164,0.6042
16,3.95,13.57,8,48,6.95,4.1,7.45,4.7,30.1,0.6376,0.536,0.5497,1,0,0.2911,3,1,0,0,0,0,0,1,0,1,0,0.0345,0.5261,0.8264,0.3684,0.5714,0.4534,0.4545,0.56,0.4027,0.3036
32,2.01,8.27,5,12,7.85,3.9,9.73,6.47,37.5,0.3678,0.6886,0.7228,1,0,0.243,1,0,1,0,0,0,1,0,0,0,1,0.5862,0.2465,0.4479,0.2105,0.1429,0.6213,0.4318,0.9534,0.6163,0.4154
18,3.81,7.05,10,32,6.84,5.5,6.55,4.63,35.8,0.4868,0.6443,0.5381,0,0,0.5404,2,1,0,0,0,0,1,0,1,0,0,0.1034,0.5059,0.3607,0.4737,0.381,0.4328,0.6136,0.4047,0.3943,0.3897
24,4.55,12.52,11,31,7.12,3.9,8.41,4.97,31.7,0.6745,0.5949,0.5994,1,0,0.3634,2,1,0,0,0,0,0,1,1,0,0,0.3103,0.6126,0.7514,0.5263,0.369,0.4851,0.4318,0.7256,0.4353,0.3278
39,0.52,6.21,1,10,7.19,6.1,7.98,7.59,48.6,0.194,0.7589,0.7459,0,0,0.0837,1,0,1,0,0,0,0,1,1,0,0,0.8276,0.0317,0.3007,0.0,0.119,0.4981,0.6818,0.6514,0.7514,0.5831
20,2.91,11.83,4,2,7.5,4.8,7.39,4.21,32.1,0.4966,0.7473,0.5377,1,0,0.246,2,0,0,1,0,0,0,1,1,0,0,0.1724,0.3762,0.7021,0.1579,0.0238,0.556,0.5341,0.5496,0.3436,0.3338
24,3.75,10.82,10,41,7.67,2.7,6.12,3.79,33.4,0.5778,0.5315,0.4831,1,0,0.3466,2,0,1,0,0,0,1,0,1,0,0,0.3103,0.4973,0.63,0.4737,0.4881,0.5877,0.2955,0.3305,0.293,0.3535
16,6.35,15.83,12,63,5.72,2.5,5.58,2.48,29.4,0.8667,0.3759,0.401,1,1,0.4011,3,0,1,0,0,0,0,1,1,0,0,0.0345,0.8721,0.9879,0.5789,0.75,0.2239,0.2727,0.2373,0.135,0.2931
29,3.13,8.5,6,25,7.66,4.5,7.74,6.36,42.2,0.4455,0.659,0.6677,1,0,0.3682,1,1,0,0,0,0,0,1,1,0,0,0.4828,0.4079,0.4643,0.2632,0.2976,0.5858,0.5,0.61,0.603,0.4864
21,5.02,12.18,12,42,6.6,3.0,5.36,2.16,26.4,0.7019,0.5018,0.3699,1,0,0.4122,3,1,0,0,0,0,0,1,1,0,0,0.2069,0.6804,0.7271,0.5789,0.5,0.3881,0.3295,0.1993,0.0964,0.2477
43,1.03,5.46,4,38,7.96,5.4,9.96,8.15,68.5,0.2334,0.6586,0.9138,0,0,0.1886,1,1,0,0,0,0,0,1,0,0,1,0.9655,0.1052,0.2471,0.1579,0.4524,0.6418,0.6023,0.9931,0.8189,0.8837
37,1.7,4.19,5,4,7.99,5.8,8.44,6.19,61.3,0.2487,0.7969,0.7612,0,0,0.4057,1,0,1,0,0,0,1,0,0,0,1,0.7586,0.2018,0.1564,0.2105,0.0476,0.6474,0.6477,0.7308,0.5825,0.7749
29,1.07,5.53,5,21,8.59,4.7,7.89,6.6,60.1,0.2474,0.7141,0.7521,0,0,0.1935,1,0,1,0,0,0,1,0,0,0,1,0.4828,0.111,0.2521,0.2105,0.25,0.7593,0.5227,0.6359,0.6319,0.7568
21,2.5,9.8,8,27,6.69,4.5,8.33,6.43,31.4,0.4632,0.6175,0.6484,1,0,0.2551,2,0,1,0,0,0,0,1,0,0,1,0.2069,0.3171,0.5571,0.3684,0.3214,0.4049,0.5,0.7118,0.6114,0.3233
19,2.84,7.56,11,33,6.51,5.9,6.89,5.15,46.6,0.456,0.6448,0.6114,0,0,0.3757,1,1,0,0,0,0,1,0,1,0,0,0.1379,0.3661,0.3971,0.5263,0.3929,0.3713,0.6591,0.4633,0.457,0.5529
27,4.1,7.91,11,29,5.69,3.6,6.9,5.19,35.2,0.5343,0.5396,0.5683,0,1,0.5183,3,0,1,0,0,0,0,1,0,1,0,0.4138,0.5477,0.4221,0.5263,0.3452,0.2183,0.3977,0.4651,0.4619,0.3807
20,4.22,10.2,11,55,6.89,6.4,7.84,4.73,37.5,0.5982,0.5993,0.5936,1,0,0.4137,3,1,0,0,0,0,1,0,1,0,0,0.1724,0.565,0.5857,0.5263,0.6548,0.4422,0.7159,0.6273,0.4064,0.4154
28,2.54,6.95,6,36,7.37,6.1,7.04,4.15,37.6,0.3741,0.6724,0.5449,0,0,0.3655,1,0,1,0,0,1,0,0,0,1,0,0.4483,0.3229,0.3536,0.2632,0.4286,0.5317,0.6818,0.4892,0.3364,0.4169
32,2.43,7.04,4,31,8.97,4.5,9.72,8.18,59.2,0.3503,0.684,0.8699,0,0,0.3452,1,0,1,0,0,0,1,0,0,0,1,0.5862,0.307,0.36,0.1579,0.369,0.8302,0.5,0.9517,0.8225,0.7432
35,5.15,11.81,15,56,6.96,4.5,7.51,6.1,31.9,0.7299,0.5235,0.6097,1,0,0.4361,2,0,1,0,0,0,0,1,0,1,0,0.6897,0.6991,0.7007,0.7368,0.6667,0.4552,0.5,0.5703,0.5716,0.3308
25,2.14,4.66,4,31,7.28,4.5,8.89,6.5,61.4,0.2748,0.6241,0.7886,0,0,0.4592,1,1,0,0,0,0,1,0,0,0,1,0.3448,0.2652,0.19,0.1579,0.369,0.5149,0.5,0.8085,0.6199,0.7764
31,2.32,6.71,9,45,8.67,3.1,9.83,7.34,45.2,0.386,0.5683,0.7882,0,0,0.3458,1,0,1,0,0,0,0,1,1,0,0,0.5517,0.2912,0.3364,0.4211,0.5357,0.7743,0.3409,0.9707,0.7212,0.5317
16,3.36,8.32,9,28,6.76,1.6,7.94,4.54,32.6,0.4837,0.5024,0.5709,1,0,0.4038,3,0,0,0,1,0,0,1,0,0,1,0.0345,0.4411,0.4514,0.4211,0.3333,0.4179,0.1705,0.6445,0.3834,0.3414
42,1.76,7.34,5,6,7.41,7.1,10.0,6.69,55.4,0.3308,0.8203,0.8107,0,0,0.2398,2,0,1,0,0,1,0,0,0,0,1,0.931,0.2105,0.3814,0.2105,0.0714,0.5392,0.7955,1.0,0.6428,0.6858
34,2.19,6.76,2,2,7.71,5.7,9.35,6.83,46.6,0.31,0.7901,0.7584,0,0,0.324,2,0,1,0,0,1,0,0,1,0,0,0.6552,0.2724,0.34,0.0526,0.0238,0.5951,0.6364,0.8878,0.6597,0.5529
21,4.86,10.74,11,42,6.85,2.4,7.57,4.94,20.8,0.6471,0.487,0.526,1,0,0.4525,3,1,0,0,0,1,0,0,1,0,0,0.2069,0.6573,0.6243,0.5263,0.5,0.4347,0.2614,0.5807,0.4317,0.1631
17,2.86,8.1,5,24,6.91,5.3,8.33,6.11,50.4,0.4106,0.6675,0.7116,1,0,0.3531,1,1,0,0,0,0,1,0,0,0,1,0.069,0.369,0.4357,0.2105,0.2857,0.4459,0.5909,0.7118,0.5728,0.6103
20,4.67,12.9,13,63,5.54,5.2,6.41,2.96,10.2,0.7106,0.4757,0.3719,1,1,0.362,3,0,1,0,0,0,0,1,0,1,0,0.1724,0.6299,0.7786,0.6316,0.75,0.1903,0.5795,0.3805,0.1929,0.003
28,2.76,7.14,7,26,6.82,5.6,8.25,7.02,49.7,0.401,0.669,0.739,0,0,0.3866,2,1,0,0,0,0,0,1,0,0,1,0.4483,0.3546,0.3671,0.3158,0.3095,0.4291,0.625,0.698,0.6826,0.5997
27,1.97,5.04,5,8,7.98,6.2,8.08,5.5,40.6,0.2849,0.7979,0.6421,0,0,0.3909,1,0,1,0,0,0,0,1,0,0,1,0.4138,0.2407,0.2171,0.2105,0.0952,0.6455,0.6932,0.6687,0.4992,0.4622
23,3.88,10.35,8,22,7.97,3.6,7.68,6.27,48.0,0.5532,0.6453,0.6852,1,0,0.3749,2,0,1,0,0,0,0,1,0,1,0,0.2759,0.516,0.5964,0.3684,0.2619,0.6437,0.3977,0.5997,0.5921,0.574
25,2.89,10.13,8,24,8.14,4.9,8.09,5.05,40.7,0.493,0.6953,0.6265,1,0,0.2853,2,1,0,0,0,0,1,0,1,0,0,0.3448,0.3733,0.5807,0.3684,0.2857,0.6754,0.5455,0.6704,0.445,0.4637
22,3.85,8.47,6,8,7.73,6.4,5.98,4.07,22.9,0.4845,0.7969,0.4471,1,0,0.4545,3,1,0,0,0,0,0,1,0,0,1,0.2414,0.5117,0.4621,0.2632,0.0952,0.5989,0.7159,0.3063,0.3267,0.1949
41,1.55,6.03,6,13,7.81,5.4,8.81,5.75,49.0,0.2964,0.7426,0.7098,0,0,0.257,1,0,1,0,0,0,0,1,0,0,1,0.8966,0.1802,0.2879,0.2632,0.1548,0.6138,0.6023,0.7947,0.5294,0.5891
33,2.2,7.61,2,17,8.62,4.7,10.0,6.88,50.6,0.3318,0.7295,0.7987,0,0,0.2891,1,0,1,0,0,0,1,0,0,0,1,0.6207,0.2739,0.4007,0.0526,0.2024,0.7649,0.5227,1.0,0.6657,0.6133
29,2.73,6.45,10,46,6.04,4.5,7.77,6.0,49.1,0.4121,0.5266,0.6828,0,0,0.4233,2,1,0,0,0,1,0,0,1,0,0,0.4828,0.3503,0.3179,0.4737,0.5476,0.2836,0.5,0.6152,0.5596,0.5906
16,4.32,11.57,10,48,7.59,3.0,8.05,5.96,42.3,0.628,0.5154,0.6644,1,0,0.3734,2,1,0,0,0,0,0,1,0,1,0,0.0345,0.5795,0.6836,0.4737,0.5714,0.5728,0.3295,0.6635,0.5547,0.4879
39,3.19,8.6,6,12,8.82,4.7,8.69,7.55,51.7,0.4513,0.7544,0.7815,1,0,0.3709,1,0,1,0,0,0,0,1,0,1,0,0.8276,0.4166,0.4714,0.2632,0.1429,0.8022,0.5227,0.7739,0.7465,0.6299
15,3.68,6.65,11,52,4.5200000000000005,3.7,7.07,4.16,27.5,0.4796,0.4199,0.5066,0,1,0.5534,3,1,0,0,0,0,1,0,1,0,0,0.0,0.4872,0.3321,0.5263,0.619,0.0,0.4091,0.4944,0.3376,0.2644
29,4.42,9.35,11,42,7.59,1.8,7.17,3.77,11.6,0.588,0.4897,0.4333,1,0,0.4727,2,0,1,0,0,0,0,1,0,1,0,0.4828,0.5939,0.525,0.5263,0.5,0.5728,0.1932,0.5116,0.2906,0.0242
42,0.73,8.12,3,14,7.15,2.9,8.36,7.12,71.2,0.2733,0.6173,0.8311,1,0,0.0899,1,1,0,0,0,1,0,0,0,0,1,0.931,0.062,0.4371,0.1053,0.1667,0.4907,0.3182,0.717,0.6947,0.9245
15,4.12,7.81,11,49,5.73,3.4,7.75,5.29,43.6,0.533,0.4617,0.6347,0,1,0.5275,3,1,0,0,0,0,1,0,0,1,0,0.0,0.5506,0.415,0.5263,0.5833,0.2257,0.375,0.6117,0.4739,0.5076
33,2.0,8.08,4,11,8.33,4.3,9.14,7.62,41.0,0.3525,0.7249,0.7577,1,0,0.2475,1,0,1,0,0,0,0,1,1,0,0,0.6207,0.245,0.4343,0.1579,0.131,0.7108,0.4773,0.8516,0.755,0.4683
30,2.98,7.31,8,34,7.37,4.6,7.86,5.3,40.0,0.4274,0.6206,0.6248,0,0,0.4077,2,1,0,0,0,0,1,0,0,0,1,0.5172,0.3863,0.3793,0.3684,0.4048,0.5317,0.5114,0.6307,0.4751,0.4532
16,5.61,11.5,15,46,6.62,1.0,5.19,2.09,14.0,0.7476,0.4096,0.3126,1,0,0.4878,3,1,0,0,0,0,0,1,1,0,0,0.0345,0.7654,0.6786,0.7368,0.5476,0.3918,0.1023,0.17,0.0879,0.0604
36,2.92,3.2,8,25,9.66,6.7,9.2,6.64,53.0,0.3214,0.8164,0.7715,0,0,0.9125,1,1,0,0,0,0,0,1,0,1,0,0.7241,0.3777,0.0857,0.3684,0.2976,0.959,0.75,0.8619,0.6368,0.6495
35,1.51,5.96,4,15,7.61,4.7,8.96,5.93,48.5,0.2725,0.7008,0.7196,0,0,0.2534,1,1,0,0,0,0,0,1,0,1,0,0.6897,0.1744,0.2829,0.1579,0.1786,0.5765,0.5227,0.8205,0.5511,0.5816
42,2.44,5.81,7,40,8.0,5.1,8.11,6.26,43.8,0.3501,0.6411,0.6833,0,0,0.42,3,1,0,0,0,0,1,0,0,0,1,0.931,0.3085,0.2721,0.3158,0.4762,0.6493,0.5682,0.6739,0.5909,0.5106
24,4.1,9.96,13,43,7.69,3.5,7.17,4.27,25.9,0.6056,0.5565,0.5078,1,0,0.4116,2,1,0,0,0,0,0,1,1,0,0,0.3103,0.5477,0.5686,0.6316,0.5119,0.5914,0.3864,0.5116,0.3509,0.2402
18,5.5,13.16,13,41,6.12,4.2,6.5,3.92,27.7,0.763,0.5355,0.4787,1,0,0.4179,3,0,1,0,0,1,0,0,1,0,0,0.1034,0.7495,0.7971,0.6316,0.4881,0.2985,0.4659,0.396,0.3087,0.2674
21,4.94,10.1,7,12,5.74,2.0,6.63,3.95,27.6,0.5955,0.5391,0.484,1,1,0.4891,3,1,0,0,0,0,1,0,0,1,0,0.2069,0.6688,0.5786,0.3158,0.1429,0.2276,0.2159,0.4185,0.3123,0.2659
24,3.34,7.72,8,43,6.98,3.3,9.05,5.58,47.2,0.4576,0.5235,0.7049,0,0,0.4326,1,0,1,0,0,0,0,1,0,1,0,0.3103,0.4382,0.4086,0.3684,0.5119,0.459,0.3636,0.8361,0.5089,0.5619
23,2.98,8.22,8,30,7.22,5.2,7.34,6.07,30.0,0.4502,0.6531,0.5951,1,0,0.3625,2,0,1,0,0,1,0,0,0,1,0,0.2759,0.3863,0.4443,0.3684,0.3571,0.5037,0.5795,0.541,0.568,0.3021
25,4.61,8.7,10,53,5.85,4.8,7.33,4.59,26.8,0.5723,0.5067,0.5285,1,1,0.5299,3,1,0,0,0,0,0,1,0,0,1,0.3448,0.6213,0.4786,0.4737,0.631,0.2481,0.5341,0.5393,0.3895,0.2538
43,2.37,4.74,5,25,8.24,6.4,10.0,6.8,54.5,0.2995,0.7543,0.8112,0,0,0.5,1,1,0,0,0,0,0,1,0,1,0,0.9655,0.2984,0.1957,0.2105,0.2976,0.694,0.7159,1.0,0.6561,0.6722
20,3.37,6.13,9,35,6.61,4.8,6.16,3.4,34.3,0.4295,0.5979,0.4739,0,0,0.5498,3,1,0,0,0,0,0,1,0,1,0,0.1724,0.4425,0.295,0.4211,0.4167,0.3899,0.5341,0.3374,0.2459,0.3671
28,3.66,10.0,9,37,8.29,4.8,8.82,6.58,44.3,0.5423,0.6503,0.7217,1,0,0.366,1,1,0,0,0,1,0,0,0,1,0,0.4483,0.4843,0.5714,0.4211,0.4405,0.7034,0.5341,0.7964,0.6295,0.5181
36,2.01,5.46,7,32,7.82,7.4,8.38,5.95,38.9,0.3176,0.7537,0.6622,0,0,0.3681,2,1,0,0,0,0,0,1,0,0,1,0.7241,0.2465,0.2471,0.3158,0.381,0.6157,0.8295,0.7204,0.5535,0.4366
38,1.57,4.43,1,0,7.34,8.899999999999999,8.75,6.9,53.5,0.2075,0.91,0.7671,0,0,0.3544,1,1,0,0,0,0,0,1,0,0,1,0.7931,0.1831,0.1736,0.0,0.0,0.5261,1.0,0.7843,0.6681,0.6571
20,3.85,5.8,10,32,6.59,3.5,6.68,5.58,46.4,0.4578,0.5568,0.6188,0,0,0.6638,2,1,0,0,0,0,1,0,1,0,0,0.1724,0.5117,0.2714,0.4737,0.381,0.3862,0.3864,0.4271,0.5089,0.5498
27,3.88,8.76,12,52,7.49,5.4,7.91,6.32,35.9,0.5534,0.592,0.6474,1,0,0.4429,2,1,0,0,0,1,0,0,0,1,0,0.4138,0.516,0.4829,0.5789,0.619,0.5541,0.6023,0.6393,0.5982,0.3912
42,0.8,4.75,5,13,9.08,6.7,8.89,7.14,48.7,0.213,0.8387,0.7618,0,0,0.1684,1,1,0,0,0,0,1,0,0,0,1,0.931,0.0721,0.1964,0.2105,0.1548,0.8507,0.75,0.8085,0.6971,0.5846
26,1.97,4.57,6,25,7.26,6.3,7.94,7.56,52.9,0.2831,0.7157,0.7603,0,0,0.4311,1,1,0,0,0,0,1,0,1,0,0,0.3793,0.2407,0.1836,0.2632,0.2976,0.5112,0.7045,0.6445,0.7477,0.648
21,4.39,10.26,11,47,5.35,4.5,6.28,5.1,18.4,0.6091,0.4986,0.4772,1,1,0.4279,3,0,1,0,0,0,0,1,0,1,0,0.2069,0.5895,0.59,0.5263,0.5595,0.1549,0.5,0.3581,0.451,0.1269
16,4.89,12.78,13,54,6.53,2.8,6.44,5.17,40.1,0.7198,0.4486,0.5708,1,0,0.3826,3,0,1,0,0,0,1,0,0,1,0,0.0345,0.6616,0.77,0.6316,0.6429,0.375,0.3068,0.3857,0.4594,0.4547
27,2.35,7.22,6,44,8.02,2.5,9.08,7.04,53.7,0.3704,0.5253,0.7845,0,0,0.3255,2,0,1,0,0,0,0,1,0,0,1,0.4138,0.2955,0.3729,0.2632,0.5238,0.653,0.2727,0.8412,0.685,0.6601
24,4.52,9.81,11,55,7.62,5.1,7.16,5.2,40.8,0.6051,0.5741,0.5998,1,0,0.4608,2,0,1,0,0,0,0,1,0,1,0,0.3103,0.6083,0.5579,0.5263,0.6548,0.5784,0.5682,0.5099,0.4631,0.4653
17,4.95,10.9,10,39,5.47,4.6,6.17,4.52,36.0,0.6461,0.5354,0.5216,1,1,0.4541,3,1,0,0,0,0,1,0,0,1,0,0.069,0.6703,0.6357,0.4737,0.4643,0.1772,0.5114,0.3391,0.381,0.3927
35,3.73,8.87,7,15,7.6,4.2,5.71,4.96,38.6,0.4979,0.6808,0.5317,1,0,0.4205,3,0,1,0,0,1,0,0,1,0,0,0.6897,0.4944,0.4907,0.3158,0.1786,0.5746,0.4659,0.2597,0.4341,0.432
19,3.68,6.89,11,56,7.09,4.6,6.28,3.55,33.0,0.4856,0.5321,0.4785,0,0,0.5341,1,0,1,0,0,0,0,1,0,1,0,0.1379,0.4872,0.3493,0.5263,0.6667,0.4795,0.5114,0.3581,0.264,0.3474
43,1.31,5.34,6,29,6.11,6.3,8.66,6.7,61.2,0.2659,0.6606,0.787,0,0,0.2453,1,0,1,0,0,0,0,1,0,0,1,0.9655,0.1456,0.2386,0.2632,0.3452,0.2966,0.7045,0.7688,0.644,0.7734
30,3.34,6.4,5,8,6.57,4.3,7.69,5.49,43.6,0.3946,0.6733,0.6399,0,0,0.5219,3,1,0,0,0,0,0,1,1,0,0,0.5172,0.4382,0.3143,0.2105,0.0952,0.3825,0.4773,0.6014,0.498,0.5076
43,1.86,5.31,2,1,8.61,4.6,9.7,7.38,42.9,0.2555,0.7823,0.776,0,0,0.3503,1,0,0,0,1,0,1,0,0,0,1,0.9655,0.2249,0.2364,0.0526,0.0119,0.7631,0.5114,0.9482,0.726,0.497
17,4.54,11.07,10,46,6.77,5.4,6.13,3.87,25.1,0.6277,0.5879,0.4537,1,0,0.4101,3,0,1,0,0,0,0,1,1,0,0,0.069,0.6112,0.6479,0.4737,0.5476,0.4198,0.6023,0.3322,0.3026,0.2281
17,3.01,5.76,10,35,6.54,6.5,7.16,4.59,55.0,0.4104,0.6623,0.6336,0,0,0.5226,3,1,0,0,0,0,0,1,1,0,0,0.069,0.3906,0.2686,0.4737,0.4167,0.3769,0.7273,0.5099,0.3895,0.6798
29,3.39,9.81,12,31,8.18,4.9,7.85,5.93,47.3,0.5526,0.6718,0.676,1,0,0.3456,1,0,1,0,0,0,0,1,0,0,1,0.4828,0.4454,0.5579,0.5789,0.369,0.6828,0.5455,0.629,0.5511,0.5634
28,3.26,9.52,7,37,6.39,2.4,8.43,6.02,39.9,0.4882,0.4886,0.6705,1,0,0.3424,1,1,0,0,0,0,0,1,0,0,1,0.4483,0.4267,0.5371,0.3158,0.4405,0.3489,0.2614,0.7291,0.562,0.4517
27,2.8,5.79,4,15,7.75,4.4,7.59,7.4,37.4,0.3395,0.694,0.6813,0,0,0.4836,1,0,1,0,0,0,1,0,0,0,1,0.4138,0.3604,0.2707,0.1579,0.1786,0.6026,0.4886,0.5841,0.7284,0.4139
23,5.36,12.57,12,32,5.61,3.9,4.91,3.57,19.3,0.7305,0.5378,0.3773,1,1,0.4264,2,0,1,0,0,0,0,1,0,1,0,0.2759,0.7294,0.755,0.5789,0.381,0.2034,0.4318,0.1217,0.2664,0.1405
30,1.9,8.01,6,21,7.47,4.1,9.0,6.7,49.2,0.3653,0.6509,0.7517,1,0,0.2372,1,1,0,0,0,0,1,0,0,0,1,0.5172,0.2306,0.4293,0.2632,0.25,0.5504,0.4545,0.8274,0.644,0.5921
18,3.97,8.25,10,38,8.86,6.3,5.4,4.55,35.9,0.5257,0.7259,0.4953,1,0,0.4812,1,1,0,0,0,0,0,1,1,0,0,0.1034,0.529,0.4464,0.4737,0.4524,0.8097,0.7045,0.2062,0.3847,0.3912
32,1.17,5.32,5,26,8.24,6.0,8.14,6.17,53.5,0.2477,0.735,0.7193,0,0,0.2199,1,1,0,0,0,1,0,0,1,0,0,0.5862,0.1254,0.2371,0.2105,0.3095,0.694,0.6705,0.679,0.5801,0.6571
20,3.36,9.03,13,41,6.77,2.4,8.05,4.55,31.6,0.5414,0.4878,0.5712,1,0,0.3721,3,0,1,0,0,0,1,0,0,0,1,0.1724,0.4411,0.5021,0.6316,0.4881,0.4198,0.2614,0.6635,0.3847,0.3263
32,2.72,7.06,8,39,6.72,6.3,9.52,8.09,39.9,0.4068,0.6465,0.7837,0,0,0.3853,1,0,1,0,0,0,1,0,0,1,0,0.5862,0.3488,0.3614,0.3684,0.4643,0.4104,0.7045,0.9172,0.8117,0.4517
25,2.49,6.41,5,11,7.36,7.6,7.08,3.28,31.6,0.3479,0.8203,0.4912,0,0,0.3885,2,1,0,0,0,0,1,0,0,0,1,0.3448,0.3157,0.315,0.2105,0.131,0.5299,0.8523,0.4961,0.2315,0.3263
25,1.99,5.74,8,30,8.5,6.5,6.94,5.44,46.8,0.3335,0.7496,0.6244,0,0,0.3467,1,1,0,0,0,0,0,1,0,0,1,0.3448,0.2436,0.2671,0.3684,0.3571,0.7425,0.7273,0.472,0.492,0.5559
22,4.59,11.24,12,53,6.45,4.2,6.52,4.25,30.3,0.6547,0.5044,0.5016,1,0,0.4084,3,1,0,0,0,0,1,0,0,1,0,0.2414,0.6184,0.66,0.5789,0.631,0.3601,0.4659,0.3995,0.3485,0.3066
31,2.2,5.85,2,8,6.77,4.4,7.14,5.01,35.7,0.2878,0.6843,0.5721,0,0,0.3761,1,0,1,0,0,0,1,0,0,0,1,0.5517,0.2739,0.275,0.0526,0.0952,0.4198,0.4886,0.5065,0.4401,0.3882
30,4.18,9.85,10,32,7.98,2.8,7.47,5.31,46.8,0.5773,0.5785,0.6383,1,0,0.4244,1,1,0,0,0,0,1,0,0,1,0,0.5172,0.5593,0.5607,0.4737,0.381,0.6455,0.3068,0.5634,0.4763,0.5559
44,2.24,7.01,9,23,8.25,5.4,9.25,7.99,58.4,0.389,0.7225,0.8434,0,0,0.3195,1,1,0,0,0,0,0,1,0,1,0,1.0,0.2796,0.3579,0.4211,0.2738,0.6959,0.6023,0.8706,0.7996,0.7311
22,2.24,6.35,5,25,7.53,4.6,8.92,8.78,68.1,0.3325,0.6584,0.8987,0,0,0.3528,1,1,0,0,0,0,0,1,0,0,1,0.2414,0.2796,0.3107,0.2105,0.2976,0.5616,0.5114,0.8136,0.8949,0.8776
33,1.52,6.35,2,15,7.99,4.1,10.0,6.12,55.3,0.2628,0.6907,0.7897,0,0,0.2394,1,1,0,0,0,0,0,1,0,0,1,0.6207,0.1759,0.3107,0.0526,0.1786,0.6474,0.4545,1.0,0.574,0.6843
16,4.41,9.21,10,27,7.38,4.8,6.57,5.72,44.5,0.574,0.6538,0.6126,1,0,0.4788,3,1,0,0,0,1,0,0,0,1,0,0.0345,0.5924,0.515,0.4737,0.3214,0.5336,0.5341,0.4081,0.5258,0.5211
28,3.92,7.64,10,53,8.27,1.7,8.54,5.34,41.6,0.5076,0.4705,0.6563,0,0,0.5131,1,0,0,1,0,0,0,1,0,0,1,0.4483,0.5218,0.4029,0.4737,0.631,0.6996,0.1818,0.7481,0.4799,0.4773
35,2.6,5.61,6,29,7.37,6.0,8.45,6.91,45.9,0.3439,0.6935,0.727,0,0,0.4635,1,1,0,0,0,0,0,1,0,0,1,0.6897,0.3315,0.2579,0.2632,0.3452,0.5317,0.6705,0.7325,0.6693,0.5423
31,3.12,7.48,6,29,8.82,5.5,7.32,7.26,59.9,0.4194,0.7252,0.7553,0,0,0.4171,1,1,0,0,0,0,0,1,1,0,0,0.5517,0.4065,0.3914,0.2632,0.3452,0.8022,0.6136,0.5375,0.7116,0.7538
38,4.34,10.02,15,52,7.07,6.0,7.34,5.99,36.7,0.6404,0.6007,0.6186,1,0,0.4331,2,1,0,0,0,0,0,1,0,1,0,0.7931,0.5823,0.5729,0.7368,0.619,0.4757,0.6705,0.541,0.5584,0.4033
33,2.54,5.99,8,18,8.99,5.1,10.0,7.45,53.8,0.3701,0.7547,0.832,0,0,0.424,1,1,0,0,0,0,1,0,0,1,0,0.6207,0.3229,0.285,0.3684,0.2143,0.834,0.5682,1.0,0.7345,0.6616
